level,wave,feature,shap_value
mortality,1,Vek,-0.3907589316368103
mortality,1,Vek,-0.3314090073108673
mortality,1,Vek,-1.9535675048828125
mortality,1,Vek,-2.108879327774048
mortality,1,Vek,-4.437765121459961
mortality,1,Vek,-1.459348201751709
mortality,1,Vek,0.3687990605831146
mortality,1,Vek,0.8334162831306458
mortality,1,Vek,-3.8067007064819336
mortality,1,Vek,-2.073126792907715
mortality,1,Vek,-3.2029507160186768
mortality,1,Vek,-3.2204573154449463
mortality,1,Vek,1.3317791223526
mortality,1,Vek,-4.878711223602295
mortality,1,Vek,-3.667853355407715
mortality,1,Vek,-2.875807046890259
mortality,1,Vek,2.008755683898926
mortality,1,Vek,-3.847124814987183
mortality,1,Vek,-4.023759841918945
mortality,1,Vek,-3.1141061782836914
mortality,1,Vek,-3.3178422451019287
mortality,1,Vek,-1.80391812324524
mortality,1,Vek,-3.847124814987183
mortality,1,Vek,1.0453065633773804
mortality,1,Vek,-0.778933584690094
mortality,1,Vek,-2.875560998916626
mortality,1,Vek,-0.778933584690094
mortality,1,Vek,-2.965386390686035
mortality,1,Vek,0.4798378348350525
mortality,1,Vek,-2.762724161148072
mortality,1,Vek,-2.76131010055542
mortality,1,Vek,-1.5961300134658811
mortality,1,Vek,-1.0379900932312012
mortality,1,Vek,-0.0496042110025882
mortality,1,Vek,-0.1069353595376014
mortality,1,Vek,-3.2368109226226807
mortality,1,Vek,-3.5496482849121094
mortality,1,Vek,-0.5053431987762451
mortality,1,Vek,1.3642089366912842
mortality,1,Vek,-4.926004886627197
mortality,1,Vek,-3.847124814987183
mortality,1,Vek,1.689908504486084
mortality,1,Vek,0.1891351044178009
mortality,1,Vek,-2.8285789489746094
mortality,1,Vek,-2.636265754699707
mortality,1,Vek,-2.3037421703338623
mortality,1,Vek,-3.667853355407715
mortality,1,Vek,-3.881738662719727
mortality,1,Vek,-4.200720310211182
mortality,1,Vek,-1.0989199876785278
mortality,1,Vek,0.67710280418396
mortality,1,Vek,-2.4046404361724854
mortality,1,Vek,-3.3419675827026367
mortality,1,Vek,1.594007968902588
mortality,1,Vek,-0.795042097568512
mortality,1,Vek,2.0517454147338867
mortality,1,Vek,-3.8528783321380615
mortality,1,Vek,-1.1681673526763916
mortality,1,Vek,0.3041425943374634
mortality,1,Vek,-4.0241804122924805
mortality,1,Vek,-2.636265754699707
mortality,1,Vek,0.4325672090053558
mortality,1,Vek,-2.871392011642456
mortality,1,Vek,-4.515054702758789
mortality,1,Vek,-0.1145998835563659
mortality,1,Vek,-3.1918630599975586
mortality,1,Vek,-3.1918630599975586
mortality,1,Vek,-3.667853355407715
mortality,1,Vek,-0.2867707312107086
mortality,1,Vek,-3.220510482788086
mortality,1,Vek,-3.894418239593506
mortality,1,Vek,-0.9110539555549622
mortality,1,Vek,-3.915397882461548
mortality,1,Vek,-4.023759841918945
mortality,1,Vek,-0.8469295501708984
mortality,1,Vek,0.5933516025543213
mortality,1,Vek,-2.879934549331665
mortality,1,Vek,-3.6278817653656006
mortality,1,Vek,-3.618538618087769
mortality,1,Vek,-2.418630838394165
mortality,1,Vek,1.4916505813598633
mortality,1,Vek,-3.847124814987183
mortality,1,Vek,-1.4244540929794312
mortality,1,Vek,-1.4545217752456665
mortality,1,Vek,-0.8502548933029175
mortality,1,Vek,2.3252146244049072
mortality,1,Vek,-1.673803687095642
mortality,1,Vek,-2.6907999515533447
mortality,1,Vek,-1.4199647903442385
mortality,1,Vek,-2.804815530776977
mortality,1,Vek,1.419547200202942
mortality,1,Vek,1.6403393745422363
mortality,1,Vek,-0.9030787348747252
mortality,1,Vek,-2.683128833770752
mortality,1,Vek,-4.238953113555908
mortality,1,Vek,-2.129631280899048
mortality,1,Vek,-3.2204573154449463
mortality,1,Vek,-2.9870426654815674
mortality,1,Vek,-1.260018229484558
mortality,1,Vek,-2.108879327774048
mortality,1,Vek,-3.907891273498535
mortality,1,Vek,-0.808597981929779
mortality,1,Vek,-2.759875059127808
mortality,1,Vek,0.6224495768547058
mortality,1,Vek,0.129701092839241
mortality,1,Vek,-2.073126792907715
mortality,1,Vek,-3.2029507160186768
mortality,1,Vek,-4.645296573638916
mortality,1,Vek,-2.741993188858032
mortality,1,Vek,0.1266651451587677
mortality,1,Vek,1.4445996284484863
mortality,1,Vek,-1.3217761516571045
mortality,1,Vek,-0.4135396480560303
mortality,1,Vek,2.119100570678711
mortality,1,Vek,-3.695759534835816
mortality,1,Vek,-0.3907589316368103
mortality,1,Vek,-2.9611198902130127
mortality,1,Vek,-3.795034646987915
mortality,1,Vek,-1.257273554801941
mortality,1,Vek,0.7561172246932983
mortality,1,Vek,-3.2204573154449463
mortality,1,Vek,1.3080726861953735
mortality,1,Vek,-1.4199647903442385
mortality,1,Vek,1.4445996284484863
mortality,1,Vek,-2.9870426654815674
mortality,1,Vek,-3.894418239593506
mortality,1,Vek,1.374541997909546
mortality,1,Vek,3.1125590801239014
mortality,1,Vek,-3.46382212638855
mortality,1,Vek,-3.667853355407715
mortality,1,Vek,-2.497349262237549
mortality,1,Vek,-3.295349359512329
mortality,1,Vek,2.389768123626709
mortality,1,Vek,0.8406125903129578
mortality,1,Vek,-0.0710625424981117
mortality,1,Vek,-3.0442676544189453
mortality,1,Vek,-1.952540397644043
mortality,1,Vek,-0.795042097568512
mortality,1,Vek,-3.5942344665527344
mortality,1,Vek,-3.0485317707061768
mortality,1,Vek,-3.2204573154449463
mortality,1,Vek,-3.203402042388916
mortality,1,Vek,-2.22854232788086
mortality,1,Vek,-2.213151693344116
mortality,1,Vek,-1.0590379238128662
mortality,1,Vek,1.4916505813598633
mortality,1,Vek,1.1315726041793823
mortality,1,Vek,1.842138409614563
mortality,1,Vek,-4.878711223602295
mortality,1,Vek,-2.5088882446289062
mortality,1,Vek,2.500324010848999
mortality,1,Vek,-2.4046404361724854
mortality,1,Vek,-0.532407283782959
mortality,1,Vek,0.129701092839241
mortality,1,Vek,-4.823387145996094
mortality,1,Vek,-3.613239765167236
mortality,1,Vek,-4.212931156158447
mortality,1,Vek,-3.618538618087769
mortality,1,Vek,-3.374741077423096
mortality,1,Vek,1.3254773616790771
mortality,1,Vek,-2.369029998779297
mortality,1,Vek,2.3583343029022217
mortality,1,Vek,0.9550532698631288
mortality,1,Vek,-3.1918630599975586
mortality,1,Vek,0.2609985470771789
mortality,1,Vek,-0.3426958918571472
mortality,1,Vek,1.2648591995239258
mortality,1,Vek,-4.453561305999756
mortality,1,Vek,1.9379594326019287
mortality,1,Vek,-3.604301929473877
mortality,1,Vek,-3.176713228225708
mortality,1,Vek,-3.346765756607056
mortality,1,Vek,1.6407315731048584
mortality,1,Vek,1.9895415306091309
mortality,1,Vek,1.04275643825531
mortality,1,Vek,0.714463472366333
mortality,1,Vek,-2.5315520763397217
mortality,1,Vek,-2.318823337554932
mortality,1,Vek,-4.420979022979736
mortality,1,Vek,0.5807743072509766
mortality,1,Vek,-4.878711223602295
mortality,1,Vek,1.5364681482315063
mortality,1,Vek,-0.7354003190994263
mortality,1,Vek,-3.319689512252808
mortality,1,Vek,-3.894418239593506
mortality,1,Vek,-2.683128833770752
mortality,1,Vek,-2.888568639755249
mortality,1,Vek,0.8406125903129578
mortality,1,Vek,1.9284135103225708
mortality,1,Vek,-4.023759841918945
mortality,1,Vek,-1.257273554801941
mortality,1,Vek,-2.7498116493225098
mortality,1,Vek,-2.073126792907715
mortality,1,Vek,0.834816038608551
mortality,1,Vek,-3.795034646987915
mortality,1,Vek,1.3634247779846191
mortality,1,Vek,-3.2204573154449463
mortality,1,Vek,0.0813002660870552
mortality,1,Vek,-2.024629592895508
mortality,1,Vek,-0.9543128609657288
mortality,1,Vek,-3.847124814987183
mortality,1,Vek,-3.5758185386657715
mortality,1,Vek,-3.0517702102661133
mortality,1,Vek,-4.53834342956543
mortality,1,Vek,0.50937819480896
mortality,1,Vek,0.5626122951507568
mortality,1,Vek,-1.2428451776504517
mortality,1,Vek,2.122556686401367
mortality,1,Vek,0.4866629242897033
mortality,1,Vek,-2.7387619018554688
mortality,1,Vek,-3.5496482849121094
mortality,1,Vek,-3.2304506301879883
mortality,1,Vek,-0.9539600014686584
mortality,1,Vek,-3.1120970249176025
mortality,1,Vek,-2.76131010055542
mortality,1,Vek,-2.375542402267456
mortality,1,Vek,-2.073126792907715
mortality,1,Vek,-3.847124814987183
mortality,1,Vek,-0.8060876131057739
mortality,1,Vek,-0.7062618732452393
mortality,1,Vek,-3.667853355407715
mortality,1,Vek,-0.3583973050117492
mortality,1,Vek,-0.3436684906482696
mortality,1,Vek,-2.03659462928772
mortality,1,Vek,-4.53834342956543
mortality,1,Vek,-1.7392488718032837
mortality,1,Vek,-2.4137725830078125
mortality,1,Vek,1.3228932619094849
mortality,1,Vek,-3.1123178005218506
mortality,1,Vek,-2.0417447090148926
mortality,1,Vek,0.2609985470771789
mortality,1,Vek,-4.318934917449951
mortality,1,Vek,-0.8558298349380493
mortality,1,Vek,-4.515054702758789
mortality,1,Vek,-1.8841768503189087
mortality,1,Vek,-1.3321717977523804
mortality,1,Vek,0.5142852663993835
mortality,1,Vek,-1.5961300134658811
mortality,1,Vek,-0.21906578540802
mortality,1,Vek,0.9785233736038208
mortality,1,Vek,-3.946357488632202
mortality,1,Vek,-4.274938106536865
mortality,1,Vek,-1.3178160190582275
mortality,1,Vek,1.3634247779846191
mortality,1,Vek,-3.3178422451019287
mortality,1,Vek,2.1370625495910645
mortality,1,Vek,-2.875807046890259
mortality,1,Vek,-0.973346710205078
mortality,1,Vek,-2.462158203125
mortality,1,Vek,-0.2354488968849182
mortality,1,Vek,-1.430161952972412
mortality,1,Vek,-2.942115068435669
mortality,1,Vek,1.1679314374923706
mortality,1,Vek,-0.2945610880851745
mortality,1,Vek,-3.3887746334075928
mortality,1,Vek,-3.296426057815552
mortality,1,Vek,-1.260018229484558
mortality,1,Vek,-0.3112595081329345
mortality,1,Vek,0.2609985470771789
mortality,1,Vek,-3.80979061126709
mortality,1,Vek,-3.389392852783203
mortality,1,Vek,-3.699634552001953
mortality,1,Vek,1.080609917640686
mortality,1,Vek,-3.422229051589966
mortality,1,Vek,-2.0519907474517822
mortality,1,Vek,-3.667853355407715
mortality,1,Vek,-3.4015493392944336
mortality,1,Vek,-3.498934745788574
mortality,1,Vek,-1.3193750381469729
mortality,1,Vek,-2.628556251525879
mortality,1,Vek,-2.4398722648620605
mortality,1,Vek,-0.1037273481488227
mortality,1,Vek,2.270260572433472
mortality,1,Vek,2.486902952194214
mortality,1,Vek,-2.636265754699707
mortality,1,Vek,-2.22854232788086
mortality,1,Vek,-0.4740119278430938
mortality,1,Vek,-1.5512065887451172
mortality,1,Vek,0.944162905216217
mortality,1,Vek,-2.683128833770752
mortality,1,Vek,-3.319689512252808
mortality,1,Vek,2.393890380859375
mortality,1,Vek,-0.6805200576782227
mortality,1,Vek,-0.2945610880851745
mortality,1,Vek,-0.0907599478960037
mortality,1,Vek,-0.5313795804977417
mortality,1,Vek,0.1396479606628418
mortality,1,Vek,-3.3178422451019287
mortality,1,Vek,-3.823263883590698
mortality,1,Vek,-2.024629592895508
mortality,1,Vek,-3.6590070724487305
mortality,1,Vek,-3.4498825073242188
mortality,1,Vek,0.9179686307907104
mortality,1,Vek,-1.8616340160369875
mortality,1,Vek,0.761879563331604
mortality,1,Vek,-2.9215474128723145
mortality,1,Vek,-3.525641679763794
mortality,1,Vek,-3.847124814987183
mortality,1,Vek,-0.4430178999900818
mortality,1,Vek,1.2910701036453247
mortality,1,Vek,2.1136131286621094
mortality,1,Vek,0.2609985470771789
mortality,1,Vek,-0.3436684906482696
mortality,1,Vek,-3.847124814987183
mortality,1,Vek,-3.218663215637207
mortality,1,Vek,-0.6874300241470337
mortality,1,Vek,1.017060160636902
mortality,1,Vek,0.7803834676742554
mortality,1,Vek,-2.875560998916626
mortality,1,Vek,-1.9005141258239744
mortality,1,Vek,-1.1140518188476562
mortality,1,Vek,1.1057943105697632
mortality,1,Vek,0.834816038608551
mortality,1,Vek,0.5038062930107117
mortality,1,Vek,-0.1978002488613128
mortality,1,Vek,-0.9110539555549622
mortality,1,Vek,-2.856110095977783
mortality,1,Vek,-1.926257848739624
mortality,1,Vek,1.5554723739624023
mortality,1,Vek,-3.160935163497925
mortality,1,Vek,-3.2667367458343506
mortality,1,Vek,-1.9427682161331177
mortality,1,Vek,-3.146971702575684
mortality,1,Vek,-4.536997318267822
mortality,1,Vek,-1.3415510654449463
mortality,1,Vek,-2.092360734939575
mortality,1,Vek,-2.3874027729034424
mortality,1,Vek,-2.942115068435669
mortality,1,Vek,-4.2075300216674805
mortality,1,Vek,-0.9539600014686584
mortality,1,Vek,-2.636265754699707
mortality,1,Vek,-0.9098540544509888
mortality,1,Vek,-2.473694086074829
mortality,1,Vek,1.1710745096206665
mortality,1,Vek,0.971599817276001
mortality,1,Vek,2.3583343029022217
mortality,1,Vek,-1.522699952125549
mortality,1,Vek,-1.0989199876785278
mortality,1,Vek,0.0296405628323555
mortality,1,Vek,-2.318823337554932
mortality,1,Vek,-0.1069353595376014
mortality,1,Vek,-2.009636402130127
mortality,1,Vek,-0.0389650277793407
mortality,1,Vek,-4.878711223602295
mortality,1,Vek,1.689908504486084
mortality,1,Vek,-3.907891273498535
mortality,1,Vek,-0.8810630440711975
mortality,1,Vek,-0.7354003190994263
mortality,1,Vek,-2.9635324478149414
mortality,1,Vek,-3.176713228225708
mortality,1,Vek,-3.267810106277466
mortality,1,Vek,-3.823263883590698
mortality,1,Vek,-3.907891273498535
mortality,1,Vek,-2.7857940196990967
mortality,1,Vek,-2.636265754699707
mortality,1,Vek,2.016229152679444
mortality,1,Vek,2.574525833129883
mortality,1,Vek,-1.4594517946243286
mortality,1,Vek,-1.929404377937317
mortality,1,Vek,-3.7606940269470215
mortality,1,Vek,-3.762217283248901
mortality,1,Vek,1.348253846168518
mortality,1,Vek,0.1024122461676597
mortality,1,Vek,-3.424593925476074
mortality,1,Vek,-2.155281543731689
mortality,1,Vek,-3.847124814987183
mortality,1,Vek,-1.4136306047439575
mortality,1,Vek,-3.871752977371216
mortality,1,Vek,2.0165364742279053
mortality,1,Vek,-2.0075433254241943
mortality,1,Vek,-2.794873237609864
mortality,1,Vek,-3.344593048095703
mortality,1,Vek,-1.899685025215149
mortality,1,Vek,-3.8808610439300537
mortality,1,Vek,-1.950250744819641
mortality,1,Vek,-2.4797492027282715
mortality,1,Vek,-3.907891273498535
mortality,1,Vek,0.4112797379493713
mortality,1,Vek,-3.346765756607056
mortality,1,Vek,-2.318823337554932
mortality,1,Vek,-4.878711223602295
mortality,1,Vek,1.3359825611114502
mortality,1,Vek,0.1059937998652458
mortality,1,Vek,-4.378052711486816
mortality,1,Vek,-4.878711223602295
mortality,1,Vek,0.2609985470771789
mortality,1,Vek,-1.0871247053146362
mortality,1,Vek,-3.498934745788574
mortality,1,Vek,-1.4738928079605105
mortality,1,Vek,1.48976469039917
mortality,1,Vek,1.7105801105499268
mortality,1,Vek,-4.255787372589111
mortality,1,Vek,1.8988492488861084
mortality,1,Vek,-3.654420137405396
mortality,1,Vek,-3.5392682552337646
mortality,1,Vek,1.7578963041305542
mortality,1,Vek,0.7812260389328003
mortality,1,Vek,1.1205065250396729
mortality,1,Vek,-3.5392682552337646
mortality,1,Vek,0.4914271235466003
mortality,1,Vek,2.0165929794311523
mortality,1,Vek,-3.2368109226226807
mortality,1,Vek,-2.003216505050659
mortality,1,Vek,0.8964182138442993
mortality,1,Vek,-4.2197041511535645
mortality,1,Vek,-1.899685025215149
mortality,1,Vek,-2.003216505050659
mortality,1,Vek,-3.80979061126709
mortality,1,Vek,-3.5942344665527344
mortality,1,Vek,-2.552457094192505
mortality,1,Vek,-4.437765121459961
mortality,1,Vek,0.1102403700351715
mortality,1,Vek,-3.3178422451019287
mortality,1,Vek,1.9148695468902588
mortality,1,Vek,-1.541351079940796
mortality,1,Vek,-0.0525730587542057
mortality,1,Vek,-2.3315083980560303
mortality,1,Vek,-3.5758185386657715
mortality,1,Vek,0.3038809299468994
mortality,1,Vek,-2.22854232788086
mortality,1,Vek,-3.871752977371216
mortality,1,Vek,-3.3178422451019287
mortality,1,Vek,-2.4825024604797363
mortality,1,Vek,-2.129631280899048
mortality,1,Vek,1.348253846168518
mortality,1,Vek,-3.443532466888428
mortality,1,Vek,-4.212931156158447
mortality,1,Vek,-3.907891273498535
mortality,1,Vek,-3.1123178005218506
mortality,1,Vek,3.238036632537842
mortality,1,Vek,-4.926004886627197
mortality,1,Vek,0.115523412823677
mortality,1,Vek,-1.8918612003326416
mortality,1,Vek,0.4914271235466003
mortality,1,Vek,-4.485058784484863
mortality,1,Vek,-4.498532295227051
mortality,1,Vek,0.7096654176712036
mortality,1,Vek,-3.112638235092163
mortality,1,Vek,-3.795034646987915
mortality,1,Vek,-2.22854232788086
mortality,1,Vek,-3.667853355407715
mortality,1,Vek,1.1205065250396729
mortality,1,Vek,-4.023759841918945
mortality,1,Vek,-1.0468032360076904
mortality,1,Vek,-3.7606940269470215
mortality,1,Vek,-0.1345824003219604
mortality,1,Vek,-1.0989199876785278
mortality,1,Vek,-2.552457094192505
mortality,1,Vek,-2.003216505050659
mortality,1,Vek,-3.5942344665527344
mortality,1,Vek,-2.7632365226745605
mortality,1,Vek,0.2677870988845825
mortality,1,Vek,-3.3178422451019287
mortality,1,Vek,-1.0989199876785278
mortality,1,Vek,-2.162627458572388
mortality,1,Vek,3.835124492645264
mortality,1,Vek,2.156294822692871
mortality,1,Vek,0.6663870811462402
mortality,1,Vek,2.499988555908203
mortality,1,Vek,-2.003216505050659
mortality,1,Vek,-2.334772825241089
mortality,1,Vek,-3.937793731689453
mortality,1,Vek,0.6123474836349487
mortality,1,Vek,-2.432891130447388
mortality,1,Vek,-2.582845449447632
mortality,1,Vek,-2.0137503147125244
mortality,1,Vek,-0.6087350845336914
mortality,1,Vek,1.2233216762542725
mortality,1,Vek,-0.2369528114795684
mortality,1,Vek,-2.8065197467803955
mortality,1,Vek,-3.2204573154449463
mortality,1,Vek,1.899228930473328
mortality,1,Vek,2.673259258270264
mortality,1,Vek,0.8166442513465881
mortality,1,Vek,-1.8477095365524288
mortality,1,Vek,-1.884538412094116
mortality,1,Vek,-2.634429216384888
mortality,1,Vek,0.5181931257247925
mortality,1,Vek,-0.6315682530403137
mortality,1,Vek,0.0180509500205516
mortality,1,Vek,1.689908504486084
mortality,1,Vek,-3.1120970249176025
mortality,1,Vek,-3.763256072998047
mortality,1,Vek,-2.522763252258301
mortality,1,Vek,-2.8950419425964355
mortality,1,Vek,-4.023759841918945
mortality,1,Vek,-2.636265754699707
mortality,1,Vek,1.6571800708770752
mortality,1,Vek,1.337449550628662
mortality,1,Vek,-4.515054702758789
mortality,1,Vek,-2.348622560501098
mortality,1,Vek,-3.047739267349243
mortality,1,Vek,-2.318823337554932
mortality,1,Vek,1.3634247779846191
mortality,1,Vek,-3.3887746334075928
mortality,1,Vek,0.3122284114360809
mortality,1,Vek,-0.7717994451522827
mortality,1,Vek,2.4734017848968506
mortality,1,Vek,-1.8026825189590447
mortality,1,Vek,-0.0525730587542057
mortality,1,Vek,-2.794873237609864
mortality,1,Vek,-0.4570328593254089
mortality,1,Vek,-3.267810106277466
mortality,1,Vek,-2.108879327774048
mortality,1,Vek,-4.485058784484863
mortality,1,Vek,-1.7003672122955322
mortality,1,Vek,-3.7837162017822266
mortality,1,Vek,-4.212931156158447
mortality,1,Vek,-3.176713228225708
mortality,1,Vek,-3.324706792831421
mortality,1,Vek,-0.914459228515625
mortality,1,Vek,1.3080726861953735
mortality,1,Vek,-1.3624074459075928
mortality,1,Vek,-2.683912754058838
mortality,1,Vek,-2.111278533935547
mortality,1,Vek,1.9859522581100464
mortality,1,Vek,-0.7495736479759216
mortality,1,Vek,-2.334772825241089
mortality,1,Vek,-1.980584979057312
mortality,1,Vek,-1.2674744129180908
mortality,1,Vek,-0.975777506828308
mortality,1,Vek,-3.2667367458343506
mortality,1,Vek,-3.344593048095703
mortality,1,Vek,-3.847124814987183
mortality,1,Vek,-2.526060104370117
mortality,1,Vek,-3.4564812183380127
mortality,1,Vek,0.2609985470771789
mortality,1,Vek,1.4761836528778076
mortality,1,Vek,-2.582845449447632
mortality,1,Vek,-1.9254451990127563
mortality,1,Vek,2.73168420791626
mortality,1,Vek,-0.3314090073108673
mortality,1,Vek,-3.011211633682251
mortality,1,Vek,0.9993429780006408
mortality,1,Vek,-2.7057316303253174
mortality,1,Vek,0.6702456474304199
mortality,1,Vek,1.899228930473328
mortality,1,Vek,-3.5392682552337646
mortality,1,Vek,-1.6014857292175293
mortality,1,Vek,-0.6104480624198914
mortality,1,Vek,-3.847124814987183
mortality,1,Vek,1.284058928489685
mortality,1,Vek,-1.989302158355713
mortality,1,Vek,-0.8060876131057739
mortality,1,Vek,-0.4740119278430938
mortality,1,Vek,1.6459400653839111
mortality,1,Vek,-4.011240005493164
mortality,1,Vek,0.789160966873169
mortality,1,Vek,-4.561727523803711
mortality,1,Vek,-4.073362827301025
mortality,1,Vek,-2.651188850402832
mortality,1,Vek,-1.980584979057312
mortality,1,Vek,-0.3907589316368103
mortality,1,Vek,-1.5512065887451172
mortality,1,Vek,1.3629648685455322
mortality,1,Vek,1.3317791223526
mortality,1,Vek,0.944162905216217
mortality,1,Vek,-4.2075300216674805
mortality,1,Vek,1.8139612674713133
mortality,1,Vek,-4.878711223602295
mortality,1,Vek,-2.3315083980560303
mortality,1,Vek,0.7354848980903625
mortality,1,Vek,-2.003216505050659
mortality,1,Vek,0.989372730255127
mortality,1,Vek,-3.01025938987732
mortality,1,Vek,1.9859522581100464
mortality,1,Vek,-1.1520308256149292
mortality,1,Vek,0.6058650016784668
mortality,1,Vek,-1.2049185037612915
mortality,1,Vek,-3.1141061782836914
mortality,1,Vek,-0.1940177381038665
mortality,1,Vek,-4.200720310211182
mortality,1,Vek,-4.515054702758789
mortality,1,Vek,-2.4196574687957764
mortality,1,Vek,-4.1211442947387695
mortality,1,Vek,0.4709523916244507
mortality,1,Vek,-2.980123519897461
mortality,1,Vek,-4.212931156158447
mortality,1,Vek,-0.544651210308075
mortality,1,Vek,-1.4199647903442385
mortality,1,Vek,-1.4053301811218262
mortality,1,Vek,-0.7948451638221741
mortality,1,Vek,-4.9779438972473145
mortality,1,Vek,0.3859169781208038
mortality,1,Vek,0.4112797379493713
mortality,1,Vek,1.3143104314804075
mortality,1,Vek,0.7738973498344421
mortality,1,Vek,-1.7003672122955322
mortality,1,Vek,-3.871752977371216
mortality,1,Vek,-3.3584015369415283
mortality,1,Vek,-2.154451847076416
mortality,1,Vek,-3.498934745788574
mortality,1,Vek,0.0136139299720525
mortality,1,Vek,-3.1212778091430664
mortality,1,Vek,0.2579312026500702
mortality,1,Vek,-3.666315078735352
mortality,1,Vek,0.644202709197998
mortality,1,Vek,0.4914271235466003
mortality,1,Vek,-3.176713228225708
mortality,1,Vek,-3.881738662719727
mortality,1,Vek,1.8323314189910889
mortality,1,Vek,-3.8664047718048096
mortality,1,Vek,1.5967862606048584
mortality,1,Vek,-2.108879327774048
mortality,1,Vek,1.076202630996704
mortality,1,Vek,-0.9539600014686584
mortality,1,Vek,2.1136131286621094
mortality,1,Vek,-1.100287675857544
mortality,1,Vek,-2.582845449447632
mortality,1,Vek,-3.928681373596192
mortality,1,Vek,0.4866629242897033
mortality,1,Vek,-1.6446224451065063
mortality,1,Vek,-2.334772825241089
mortality,1,Vek,-1.273514986038208
mortality,1,Vek,0.9993429780006408
mortality,1,Vek,-0.0709551647305488
mortality,1,Vek,-3.847124814987183
mortality,1,Vek,2.824981451034546
mortality,1,Vek,-3.613239765167236
mortality,1,Vek,-3.396479606628418
mortality,1,Vek,-3.1123178005218506
mortality,1,Vek,-2.348622560501098
mortality,1,Vek,0.8918355107307434
mortality,1,Vek,-4.536997318267822
mortality,1,Vek,2.119100570678711
mortality,1,Vek,-2.6766672134399414
mortality,1,Vek,-0.8742898106575012
mortality,1,Vek,-1.2436648607254028
mortality,1,Vek,1.092603325843811
mortality,1,Vek,0.6395989656448364
mortality,1,Vek,-0.7842172384262085
mortality,1,Vek,0.1086950078606605
mortality,1,Vek,-0.1111496090888977
mortality,1,Vek,0.6128457188606262
mortality,1,Vek,-2.024629592895508
